project,source,content,score,comments,"technical update, 
accidents, 
team and partnership update, 
changes in tokenomics, 
whale movement, 
regulation related to crypto industry
Roadmap Updates
Adoption Metrics
External Audits
Competitor Movements
Token Listings
Legal & Lawsuits"
Stargate Finance,Discord,"@everyone

📜 Three new proposals have been posted to Snapshot. The first is regarding Stargate Deployment to IDEX/XCHAIN. The second one is regarding the transfer of ownership of TheAptosBridge to Stargate. The third one is regarding a renewed liquidity incentivisation mandate. 

🖨️ Vote on Snapshot:
Stargate Deployment on IDEX/XCHAIN. Check out the discussion here: ⁠Unknown
https://snapshot.org/#/stgdao.eth/proposal/0x6078a960e2cb6b518dddc3773f7f40b30ab76bc6f2f3de2022eaafe78c8ee0a1

This proposal will be live until Saturday, August 26, 2023 1:27 PM.

Transfer Ownership of TheAptosBridge to Stargate. Check out the discussion here: ⁠Unknown 
https://snapshot.org/#/stgdao.eth/proposal/0x73917ac1c09063a4776aea60176817f3aa3ee96b3a54f93ba9e9dddfc1add2ee

This proposal will be live until Saturday, August 26, 2023 1:30 PM.

Renewed Liquidity Incentivization Mandate. Check out the discussion here: ⁠Unknown
https://snapshot.org/#/stgdao.eth/proposal/0xe8e92474bbd4ad0aa011cf69ad1873a9e30ab9c431f717e9d859a78fdd799a3a

This proposal will be live until Saturday, August 26, 2023 1:38 PM.

❓ If you see the an error related to RPCs, please try again at a later point.

🎗️ Reminder: You need to have staked STG prior to the Snapshot going live. If your voting power is 0, you may have delegated to another space in Snapshot, and will not be eligible for this vote. You will need to undelegate if you wish to vote on the next proposal.",1,tokenomics,
Stargate Finance,Discord,"@everyone

Following the announcement by Balancer regarding a vulnerability in some of their pools, Stargate was able to safely migrate it’s liquidity out of those pools at no loss to the protocol. 

Stargate strongly recommends any users who have LP’d into Balancer pools to withdraw their funds immediately.

The STG pools affected are the following:
https://app.balancer.fi/#/ethereum/pool/0x639883476960a23b38579acfd7d71561a0f408cf000200000000000000000505

https://op.beets.fi/pool/0x05e7732bf9ae5592e6aa05afe8cd80f7ab0a7bea00020000000000000000005a

You can read Balancer’s announcement here: https://twitter.com/Balancer/status/1694014645378724280",1,accidents,
Stargate Finance,Discord,"@everyone

Stargate is excited to announce its deployment to yet another new ecosystem: Linea!

You can now access ETH liquidity on Linea mainnet! Bridge to and from all the support networks below at: https://stargate.finance/transfer",1,new product and functions,
Stargate Finance,Discord,"@everyone

Looking to bridge into Optimism? 👀

Taho are running an exciting quest for their wallet users who use Stargate to bridge into Optimism over the next two weeks 🔴

Check out their Galxe quest below 👇 

https://twitter.com/taho_xyz/status/1691827949417140321",0,marketing,
Stargate Finance,Discord,"@everyone

📜 Three new proposals have been posted to Snapshot. The first is regarding Beefy providing $OP incentives for STG liquidity. The second one is regarding making Aura and Balancer the STG Liquidity Hub on Arbitrum. The third one is regarding deprecating the $WOO liquidity pool on Fantom. 

🖨️ Vote on Snapshot:
Beefy Provides $OP Incentives for STG Liquidity. Check out the discussion here: ⁠Unknown 
https://snapshot.org/#/stgdao.eth/proposal/0xd6bb6427e285ae4e269ebb9f4d0396808d2de356c654c19877402da4e3e8c44a

This proposal will be live until Sunday, August 13, 2023 10:26 AM.

Make Aura and Balancer the STG Liquidity Hub on Arbitrum - check out the discussion here: ⁠Unknown 
https://snapshot.org/#/stgdao.eth/proposal/0xcfc335d45421a2d3b5f64d5ee19770ab103f539cedc240ba937691093b392bc4

This proposal will be live until Sunday, August 13, 2023 10:30 AM.

Deprecate the WOO liquidity pool on Fantom - check out the discussion here: ⁠Unknown 
https://snapshot.org/#/stgdao.eth/proposal/0xc18c4911e19adf4bd54c6ad142bb08bc81fd44dee723e520c511c2a9414d5920

This proposal will be live until Sunday, August 13, 2023 10:42 AM.

❓ If you see the an error related to RPCs, please try again at a later point.

🎗️ Reminder: You need to have staked STG prior to the Snapshot going live. If your voting power is 0, you may have delegated to another space in Snapshot, and will not be eligible for this vote. You will need to undelegate if you wish to vote on the next proposal.",1,tokenomics,
Stargate Finance,Discord,"@everyone

Stargate is excited to announce it's deployment to a new ecosystem: Base 🔵, an Ethereum Layer 2 (L2) chain that offers a low-cost, developer-friendly way to build on-chain.

You can now be one of the first to access $USDC and $ETH liquidity on Base Mainnet! Bridge to and from all of the supported networks below at: https://stargate.finance/transfer",1,new product and functions,
Stargate Finance,Discord,"@everyone 

The Stargate USDC pool on Fantom is now enabled and STG rewards for liquidity are live.

You can now, once again, transfer USDC between Fantom, Ethereum, BNB Chain, Avalanche, Polygon, Arbitrum and Optimism at https://stargate.finance/transfer

https://twitter.com/StargateFinance/status/1681473515168604163",1,new product and functions,
Stargate Finance,Discord,"@everyone

📜 Three new proposals have been posted to Snapshot. The first is regarding the deprecation of the $METIS Pool on BSC. The second is regarding re-enabling the Fantom Pools on Stargate. The third one is regarding adding a $MAI pool on Metis chain. 

🖨️ Vote on Snapshot:
Deprecation of METIS Pool on BSC - check out discussion here: ⁠Unknown
https://snapshot.org/#/stgdao.eth/proposal/0x85c675f303a69df297e1fdcf6dc2845366a8672362e946150ba4a4d7928cc8ea

This proposal will be live until Saturday, July 15, 2023 8:55 AM, 2 months ago.

Re-Enable Fantom Pools - check out the discussion here: ⁠Unknown
https://snapshot.org/#/stgdao.eth/proposal/0x3cb9430062af89937887e9d359e4765de4f138c6bcea49ee66225a8fa998e97b

This proposal will be live until Saturday, July 15, 2023 8:58 AM, 2 months ago.

Add Metis Chain support for MAI Bridging - check out the discussion here: ⁠Unknown
https://snapshot.org/#/stgdao.eth/proposal/0xf1274081c9f4db1db77f30f21b53f61dde8716f8d3f2aac7367709bd4af369b2

This proposal will be live until Saturday, July 15, 2023 9:04 AM, 2 months ago.

❓ If you see the an error related to RPCs, please try again at a later point.

🎗️ Reminder: You need to have staked STG prior to the Snapshot going live. If your voting power is 0, you may have delegated to another space in Snapshot, and will not be eligible for this vote. You will need to undelegate if you wish to vote on the next proposal.",1,tokenomics,
Stargate Finance,Discord,"@everyone

📜 A new proposal has been posted to Snapshot regarding updating the deployment of Stargate on Kava. 

🖨️ Vote on Snapshot:
Stargate Deployment on Kava
https://snapshot.org/#/stgdao.eth/proposal/0xed5fe9d40c9e82a53c548d4458fdca91d6d26c12cc34303c205906b5e1854e29

The proposal will be live until Saturday, July 8, 2023 2:30 PM. 

👁️ Check out the discussions around the proposal in ⁠⁠⁠⁠⁠⁠Unknown and feel free to ask questions! 

❓ If you see an error related to RPCs, please try again at a later point - the Snapshot team is working on fixing this issue. The proposal will close 2 months ago.

🎗️ Reminder: You need to have staked STG prior to the Snapshot going live. If your voting power is 0, you may have delegated to another space in Snapshot, and will not be eligible for this vote. You will need to undelegate if you wish to vote on the next proposal.",1,tokenomics,
Stargate Finance,Discord,"@everyone

📜 Two new proposals have been posted to Snapshot. The first is an amendment to SIP#20, regarding protocol rebalancing. The second is regarding the $ARB Token Allocation. 

🖨️ Vote on Snapshot:
Amendment to SIP#20 - Continued Balance and Rebalancing
https://snapshot.org/#/stgdao.eth/proposal/0x5280241b4ccc9b7c5088e657a714d28fa89bd5305a1ff0abf0736438c446ae98

This proposal will be live until Friday, June 16, 2023 8:13 PM, 3 months ago.

$ARB Token Allocation
https://snapshot.org/#/stgdao.eth/proposal/0x108a9e597560c4f249cd8be23acd409059fcd17bb2290d69a550ac2232676e7d

This proposal will be live until Friday, June 16, 2023 8:18 PM, 3 months ago.

👁️ Check out the discussions around the proposal in ⁠⁠⁠⁠⁠⁠Unknown and ⁠Unknown. 

❓ If you see the an error related to RPCs, please try again at a later point.

🎗️ Reminder: You need to have staked STG prior to the Snapshot going live. If your voting power is 0, you may have delegated to another space in Snapshot, and will not be eligible for this vote. You will need to undelegate if you wish to vote on the next proposal.",1,tokenomics,
Stargate Finance,Discord,"@everyone

Following the recent DAO vote, Stargate is winding down the Fantom pool. 

Users will no longer be able to transfer USDC to or from Fantom on Stargate, effective immediately. Users who have provided liquidity on Fantom are still able to withdraw their USDC on Fantom and should do so. 

Emissions on this pool have been set to 0, and it has been disconnected from all other pools on Stargate. Pathweights to and from Fantom have also been set to 0. As mandated by the proposal, Stargate has removed any POL from the Fantom pool and deposited this into the Ethereum USDC pool. 

Please note that this proposal does not affect the transfer of OFTs.

If you have questions, you can head to ⁠Unknown and they will get answered!

You can read the proposal that was passed here: https://snapshot.org/#/stgdao.eth/proposal/0xe485f7c2bb4f7843d4ce353ae82f19dcf017e70e917bad28f70ff8b231b57deb",1,accident,
Stargate Finance,Discord,"@everyone

📈 Last week, Stargate crossed $10B in lifetime volume through the protocol!

👀 Check out the tweet here: 
https://twitter.com/StargateFinance/status/1661749227100450816?s=20",1,Adoption metrics,
Stargate Finance,Discord,"@everyone

📜 A new proposal has been posted to Snapshot regarding updating the Stargate eqReward design. 

🖨️ Vote on Snapshot:
Update Stargate eqReward Design
https://snapshot.org/#/stgdao.eth/proposal/0x04df8aafa123cf995b4ef28e0d28c4987ae09a41a4396235bd9c7368b05fdc80

The proposal will be live until Wednesday, May 31, 2023 2:13 AM. 

👁️ Check out the discussions around the proposal in ⁠⁠⁠⁠⁠Unknown and feel free to ask questions! 

❓ If you see the an error related to RPCs, please try again at a later point - the Snapshot team is working on fixing this issue. The proposal will only close 4 months ago.

🎗️ Reminder: You need to have staked STG prior to the Snapshot going live. If your voting power is 0, you may have delegated to another space in Snapshot, and will not be eligible for this vote. You will need to undelegate if you wish to vote on the next proposal.",1,tokenomics,
Stargate Finance,Discord,"@everyone

📜 A new proposal has been posted to Snapshot regarding unwinding the Fantom pools.

🖨️ Vote on Snapshot:
Fantom Pool Windup
https://snapshot.org/#/stgdao.eth/proposal/0xe485f7c2bb4f7843d4ce353ae82f19dcf017e70e917bad28f70ff8b231b57deb

The proposal will be live until Monday, May 29, 2023 5:17 PM. 

👁️ Check out the discussions around the proposal in ⁠⁠⁠Unknown and feel free to ask questions! 

🎗️ Reminder: You need to have staked STG prior to the Snapshot going live. If your voting power is 0, you may have delegated to another space in Snapshot, and will not be eligible for this vote. You will need to undelegate if you wish to vote on the next proposal.",1,tokenomics,
